Date,Expiry,Strike,Option Type,ClosePrice,OpenInterest
27-05-2022,02-06-2022,19150,CE,189.19,374146
27-05-2022,02-06-2022,19150,PE,371.14,371675
27-05-2022,02-06-2022,19200,CE,373.41,19207
27-05-2022,02-06-2022,19200,PE,135.21,106162
30-05-2022,02-06-2022,18300,CE,323.25,346857
30-05-2022,02-06-2022,18300,PE,386.97,19136
30-05-2022,02-06-2022,18350,CE,242.23,213905
30-05-2022,02-06-2022,18350,PE,13.64,228319
30-05-2022,02-06-2022,18400,CE,162.78,344586
30-05-2022,02-06-2022,18400,PE,25.11,399738
30-05-2022,02-06-2022,18450,CE,375.91,376503
30-05-2022,02-06-2022,18450,PE,385.43,336980
30-05-2022,02-06-2022,18500,CE,85.73,495138
30-05-2022,02-06-2022,18500,PE,316.59,31041
31-05-2022,02-06-2022,18650,CE,246.54,346376
31-05-2022,02-06-2022,18650,PE,187.89,287772
31-05-2022,02-06-2022,18700,CE,212.59,278795
31-05-2022,02-06-2022,18700,PE,103.9,367096
31-05-2022,02-06-2022,18750,CE,269.68,492691
31-05-2022,02-06-2022,18750,PE,308.16,384009
31-05-2022,02-06-2022,18800,CE,287.38,33822
31-05-2022,02-06-2022,18800,PE,109.06,194628
31-05-2022,02-06-2022,18850,CE,234.81,35746
31-05-2022,02-06-2022,18850,PE,84.98,154818
01-06-2022,02-06-2022,18500,CE,192.88,459658
01-06-2022,02-06-2022,18500,PE,87.04,253198
01-06-2022,02-06-2022,18550,CE,284.13,428229
01-06-2022,02-06-2022,18550,PE,193.41,402117
01-06-2022,02-06-2022,18600,CE,289.43,136648
01-06-2022,02-06-2022,18600,PE,118.58,155437
01-06-2022,02-06-2022,18650,CE,28.43,162331
01-06-2022,02-06-2022,18650,PE,91.9,315649
01-06-2022,02-06-2022,18700,CE,394.26,456587
01-06-2022,02-06-2022,18700,PE,259.18,267374
02-06-2022,02-06-2022,20250,CE,62.04,270159
02-06-2022,02-06-2022,20250,PE,299.48,265021
02-06-2022,02-06-2022,20300,CE,317.2,398488
02-06-2022,02-06-2022,20300,PE,367.94,296693
02-06-2022,02-06-2022,20350,CE,236.89,390138
02-06-2022,02-06-2022,20350,PE,159.2,415416
02-06-2022,02-06-2022,20400,CE,297,454088
02-06-2022,02-06-2022,20400,PE,245.34,464136
02-06-2022,02-06-2022,20450,CE,166.02,450200
02-06-2022,02-06-2022,20450,PE,186.65,256041
03-06-2022,09-06-2022,16450,CE,258.17,343993
03-06-2022,09-06-2022,16450,PE,324.95,233434
03-06-2022,09-06-2022,16500,CE,173.41,102687
03-06-2022,09-06-2022,16500,PE,89.32,104947
03-06-2022,09-06-2022,16550,CE,303.79,202607
03-06-2022,09-06-2022,16550,PE,398.65,30623
03-06-2022,09-06-2022,16600,CE,280.55,410590
03-06-2022,09-06-2022,16600,PE,224.95,26792
03-06-2022,09-06-2022,16650,CE,260.82,490728
03-06-2022,09-06-2022,16650,PE,21.14,178515
06-06-2022,09-06-2022,15500,CE,126.71,388780
06-06-2022,09-06-2022,15500,PE,94.23,115626
06-06-2022,09-06-2022,15550,CE,181.14,266011
06-06-2022,09-06-2022,15550,PE,46.16,330020
06-06-2022,09-06-2022,15600,CE,363.05,277086
06-06-2022,09-06-2022,15600,PE,200.56,122146
06-06-2022,09-06-2022,15650,CE,240.7,292150
06-06-2022,09-06-2022,15650,PE,395.47,471134
06-06-2022,09-06-2022,15700,CE,55.42,17649
06-06-2022,09-06-2022,15700,PE,85.17,30025
07-06-2022,09-06-2022,22900,CE,360,191007
07-06-2022,09-06-2022,22900,PE,163.27,118950
07-06-2022,09-06-2022,22950,CE,71.64,459855
07-06-2022,09-06-2022,22950,PE,304.94,354530
07-06-2022,09-06-2022,23000,CE,214.11,172434
07-06-2022,09-06-2022,23000,PE,71.55,95965
07-06-2022,09-06-2022,23050,CE,12.87,249433
07-06-2022,09-06-2022,23050,PE,384.76,476049
07-06-2022,09-06-2022,23100,CE,20.26,136631
07-06-2022,09-06-2022,23100,PE,38.98,424000
08-06-2022,09-06-2022,17000,CE,287.93,72810
08-06-2022,09-06-2022,17000,PE,219.96,42553
08-06-2022,09-06-2022,17050,CE,381.31,206861
08-06-2022,09-06-2022,17050,PE,358.98,247997
08-06-2022,09-06-2022,17100,CE,158.5,405956
08-06-2022,09-06-2022,17100,PE,233.63,188972
08-06-2022,09-06-2022,17150,CE,307.92,88849
08-06-2022,09-06-2022,17150,PE,80.59,226325
08-06-2022,09-06-2022,17200,CE,63.74,183202
08-06-2022,09-06-2022,17200,PE,223.11,101251
09-06-2022,09-06-2022,20400,CE,183.81,185823
09-06-2022,09-06-2022,20400,PE,398.1,317664
09-06-2022,09-06-2022,20450,CE,272.98,334831
09-06-2022,09-06-2022,20450,PE,374.03,244949
09-06-2022,09-06-2022,20500,CE,330.31,142298
09-06-2022,09-06-2022,20500,PE,69.27,251522
09-06-2022,09-06-2022,20550,CE,373.88,182506
09-06-2022,09-06-2022,20550,PE,354.09,77690
09-06-2022,09-06-2022,20600,CE,348.16,385723
09-06-2022,09-06-2022,20600,PE,314.82,176353
10-06-2022,16-06-2022,17400,CE,329.39,169626
10-06-2022,16-06-2022,17400,PE,249.72,123941
10-06-2022,16-06-2022,17450,CE,91.8,262626
10-06-2022,16-06-2022,17450,PE,231.58,11886
10-06-2022,16-06-2022,17500,CE,318.35,56460
10-06-2022,16-06-2022,17500,PE,56.54,54161
10-06-2022,16-06-2022,17550,CE,227.57,119455
10-06-2022,16-06-2022,17550,PE,226.48,163329
10-06-2022,16-06-2022,17600,CE,145.8,172565
10-06-2022,16-06-2022,17600,PE,313.27,247490
13-06-2022,16-06-2022,21050,CE,322.55,382175
13-06-2022,16-06-2022,21050,PE,32.82,287290
13-06-2022,16-06-2022,21100,CE,244.9,183722
13-06-2022,16-06-2022,21100,PE,267.7,53890
13-06-2022,16-06-2022,21150,CE,36.12,257879
13-06-2022,16-06-2022,21150,PE,28.1,350454
13-06-2022,16-06-2022,21200,CE,278.69,229557
13-06-2022,16-06-2022,21200,PE,166.61,425418
13-06-2022,16-06-2022,21250,CE,100.18,385411
13-06-2022,16-06-2022,21250,PE,68.48,481866
14-06-2022,16-06-2022,17750,CE,396.45,151173
14-06-2022,16-06-2022,17750,PE,124.62,276995
14-06-2022,16-06-2022,17800,CE,198.55,337006
14-06-2022,16-06-2022,17800,PE,361.03,348071
14-06-2022,16-06-2022,17850,CE,102.68,324528
14-06-2022,16-06-2022,17850,PE,330.71,117521
14-06-2022,16-06-2022,17900,CE,56.1,233545
14-06-2022,16-06-2022,17900,PE,278.21,20181
14-06-2022,16-06-2022,17950,CE,305.33,236873
14-06-2022,16-06-2022,17950,PE,43.03,404728
15-06-2022,16-06-2022,14250,CE,86.45,315855
15-06-2022,16-06-2022,14250,PE,73.61,315874
15-06-2022,16-06-2022,14300,CE,296,259015
15-06-2022,16-06-2022,14300,PE,228.6,159063
15-06-2022,16-06-2022,14350,CE,268.63,82138
15-06-2022,16-06-2022,14350,PE,393.26,445018
15-06-2022,16-06-2022,14400,CE,32.89,86664
15-06-2022,16-06-2022,14400,PE,182.17,431834
15-06-2022,16-06-2022,14450,CE,48.55,25994
15-06-2022,16-06-2022,14450,PE,89.28,440819
16-06-2022,16-06-2022,15100,CE,150.41,261706
16-06-2022,16-06-2022,15100,PE,70.23,416206
16-06-2022,16-06-2022,15150,CE,370.89,188679
16-06-2022,16-06-2022,15150,PE,61.47,104031
16-06-2022,16-06-2022,15200,CE,27.18,227940
16-06-2022,16-06-2022,15200,PE,225.7,10926
16-06-2022,16-06-2022,15250,CE,119.03,166405
16-06-2022,16-06-2022,15250,PE,60.92,56214
16-06-2022,16-06-2022,15300,CE,262.32,189990
16-06-2022,16-06-2022,15300,PE,239.2,304884
17-06-2022,23-06-2022,11650,CE,51.43,197852
17-06-2022,23-06-2022,11650,PE,218.02,122757
17-06-2022,23-06-2022,11700,CE,150.49,185033
17-06-2022,23-06-2022,11700,PE,154.75,441514
17-06-2022,23-06-2022,11750,CE,177.35,225932
17-06-2022,23-06-2022,11750,PE,44.36,39430
17-06-2022,23-06-2022,11800,CE,49.69,168834
17-06-2022,23-06-2022,11800,PE,287.97,499549
17-06-2022,23-06-2022,11850,CE,102.75,108904
17-06-2022,23-06-2022,11850,PE,189.23,57046
20-06-2022,23-06-2022,21100,CE,189.89,373427
20-06-2022,23-06-2022,21100,PE,116.05,217152
20-06-2022,23-06-2022,21150,CE,389.34,264761
20-06-2022,23-06-2022,21150,PE,153.05,180131
20-06-2022,23-06-2022,21200,CE,280.97,244327
20-06-2022,23-06-2022,21200,PE,250.93,398170
20-06-2022,23-06-2022,21250,CE,130.79,326164
20-06-2022,23-06-2022,21250,PE,303.58,127968
20-06-2022,23-06-2022,21300,CE,112.34,492530
20-06-2022,23-06-2022,21300,PE,109.29,202858
21-06-2022,23-06-2022,15550,CE,122.97,53848
21-06-2022,23-06-2022,15550,PE,75.92,24826
21-06-2022,23-06-2022,15600,CE,173.81,265817
21-06-2022,23-06-2022,15600,PE,308.51,476846
21-06-2022,23-06-2022,15650,CE,185.81,47981
21-06-2022,23-06-2022,15650,PE,169.82,180615
21-06-2022,23-06-2022,15700,CE,314.31,441053
21-06-2022,23-06-2022,15700,PE,312.41,232565
21-06-2022,23-06-2022,15750,CE,377.87,56763
21-06-2022,23-06-2022,15750,PE,121.5,196530
22-06-2022,23-06-2022,17100,CE,53.74,258389
22-06-2022,23-06-2022,17100,PE,262.06,293659
22-06-2022,23-06-2022,17150,CE,252.96,394351
22-06-2022,23-06-2022,17150,PE,86.69,126934
22-06-2022,23-06-2022,17200,CE,375.01,466644
22-06-2022,23-06-2022,17200,PE,328.37,459386
22-06-2022,23-06-2022,17250,CE,105.39,230334
22-06-2022,23-06-2022,17250,PE,359.05,148733
22-06-2022,23-06-2022,17300,CE,303.07,246391
22-06-2022,23-06-2022,17300,PE,341.31,162804
23-06-2022,23-06-2022,17100,CE,353.92,481739
23-06-2022,23-06-2022,17100,PE,38.92,410702
23-06-2022,23-06-2022,17150,CE,358.2,361362
23-06-2022,23-06-2022,17150,PE,98.54,394098
23-06-2022,23-06-2022,17200,CE,144.5,175883
23-06-2022,23-06-2022,17200,PE,280.41,20274
23-06-2022,23-06-2022,17250,CE,280.43,49959
23-06-2022,23-06-2022,17250,PE,308.29,412349
23-06-2022,23-06-2022,17300,CE,373.08,405253
23-06-2022,23-06-2022,17300,PE,231.92,486130
24-06-2022,30-06-2022,19500,CE,163.07,451491
24-06-2022,30-06-2022,19500,PE,128.58,299132
24-06-2022,30-06-2022,19550,CE,107.39,167570
24-06-2022,30-06-2022,19550,PE,265.66,176697
24-06-2022,30-06-2022,19600,CE,76.86,20468
24-06-2022,30-06-2022,19600,PE,344.71,379968
24-06-2022,30-06-2022,19650,CE,59.39,141177
24-06-2022,30-06-2022,19650,PE,103.5,301125
24-06-2022,30-06-2022,19700,CE,66.54,266450
24-06-2022,30-06-2022,19700,PE,51.28,187675
27-06-2022,30-06-2022,17250,CE,396.61,379459
27-06-2022,30-06-2022,17250,PE,95.85,313248
27-06-2022,30-06-2022,17300,CE,141.08,176078
27-06-2022,30-06-2022,17300,PE,381.81,257894
27-06-2022,30-06-2022,17350,CE,198.71,270119
27-06-2022,30-06-2022,17350,PE,163.26,196458
27-06-2022,30-06-2022,17400,CE,175.17,318113
27-06-2022,30-06-2022,17400,PE,227.55,20890
27-06-2022,30-06-2022,17450,CE,315.09,420081
27-06-2022,30-06-2022,17450,PE,53.11,392953
28-06-2022,30-06-2022,19550,CE,286.14,280324
28-06-2022,30-06-2022,19550,PE,31.9,274457
28-06-2022,30-06-2022,19600,CE,329.37,197413
28-06-2022,30-06-2022,19600,PE,112.01,150668
28-06-2022,30-06-2022,19650,CE,50.62,326349
28-06-2022,30-06-2022,19650,PE,360.21,454882
28-06-2022,30-06-2022,19700,CE,35.41,368265
28-06-2022,30-06-2022,19700,PE,111,404923
28-06-2022,30-06-2022,19750,CE,279.46,258675
28-06-2022,30-06-2022,19750,PE,162.18,401991
29-06-2022,30-06-2022,16350,CE,123.99,107950
29-06-2022,30-06-2022,16350,PE,139.72,176650
29-06-2022,30-06-2022,16400,CE,374,372151
29-06-2022,30-06-2022,16400,PE,334.76,320086
29-06-2022,30-06-2022,16450,CE,113.14,282566
29-06-2022,30-06-2022,16450,PE,294.39,311700
29-06-2022,30-06-2022,16500,CE,269.77,443942
29-06-2022,30-06-2022,16500,PE,364,133786
29-06-2022,30-06-2022,16550,CE,35.07,26874
29-06-2022,30-06-2022,16550,PE,156.78,98807
30-06-2022,30-06-2022,15350,CE,100.6,187655
30-06-2022,30-06-2022,15350,PE,161.05,268028
30-06-2022,30-06-2022,15400,CE,86.25,352440
30-06-2022,30-06-2022,15400,PE,310.39,452227
30-06-2022,30-06-2022,15450,CE,105.99,260790
30-06-2022,30-06-2022,15450,PE,288.47,249377
30-06-2022,30-06-2022,15500,CE,194.23,135600
30-06-2022,30-06-2022,15500,PE,376.42,347124
30-06-2022,30-06-2022,15550,CE,166.93,72872
30-06-2022,30-06-2022,15550,PE,155.13,407015
01-07-2022,07-07-2022,18450,CE,355.2,387142
01-07-2022,07-07-2022,18450,PE,175.61,339363
01-07-2022,07-07-2022,18500,CE,252.87,267295
01-07-2022,07-07-2022,18500,PE,74.66,360145
01-07-2022,07-07-2022,18550,CE,92.91,272823
01-07-2022,07-07-2022,18550,PE,173.64,361529
01-07-2022,07-07-2022,18600,CE,150.79,356833
01-07-2022,07-07-2022,18600,PE,101.01,217731
01-07-2022,07-07-2022,18650,CE,357.24,254119
01-07-2022,07-07-2022,18650,PE,235.62,375438
04-07-2022,07-07-2022,20300,CE,292.04,307938
04-07-2022,07-07-2022,20300,PE,64.4,317227
04-07-2022,07-07-2022,20350,CE,225.94,311941
04-07-2022,07-07-2022,20350,PE,53.58,17995
04-07-2022,07-07-2022,20400,CE,282.68,71245
04-07-2022,07-07-2022,20400,PE,41.22,285505
04-07-2022,07-07-2022,20450,CE,263.56,377914
04-07-2022,07-07-2022,20450,PE,82.01,37149
04-07-2022,07-07-2022,20500,CE,257.19,121322
04-07-2022,07-07-2022,20500,PE,229.6,478167
05-07-2022,07-07-2022,16650,CE,130.03,400270
05-07-2022,07-07-2022,16650,PE,324.43,368300
05-07-2022,07-07-2022,16700,CE,58.6,328952
05-07-2022,07-07-2022,16700,PE,286.79,230170
05-07-2022,07-07-2022,16750,CE,282.61,258665
05-07-2022,07-07-2022,16750,PE,370.76,282201
05-07-2022,07-07-2022,16800,CE,214.41,216603
05-07-2022,07-07-2022,16800,PE,285.48,226830
05-07-2022,07-07-2022,16850,CE,10.21,251951
05-07-2022,07-07-2022,16850,PE,390.52,397209
06-07-2022,07-07-2022,16800,CE,219.87,370706
06-07-2022,07-07-2022,16800,PE,161.89,173128
06-07-2022,07-07-2022,16850,CE,117.41,320250
06-07-2022,07-07-2022,16850,PE,267.06,397193
06-07-2022,07-07-2022,16900,CE,381.75,38282
06-07-2022,07-07-2022,16900,PE,79.63,222883
06-07-2022,07-07-2022,16950,CE,231.99,332068
06-07-2022,07-07-2022,16950,PE,190.68,146786
06-07-2022,07-07-2022,17000,CE,167.45,466437
06-07-2022,07-07-2022,17000,PE,10.02,229445
07-07-2022,07-07-2022,14750,CE,12.71,276129
07-07-2022,07-07-2022,14750,PE,138.69,380393
07-07-2022,07-07-2022,14800,CE,266.49,124528
07-07-2022,07-07-2022,14800,PE,335.83,81469
07-07-2022,07-07-2022,14850,CE,373.58,35049
07-07-2022,07-07-2022,14850,PE,297.97,334731
07-07-2022,07-07-2022,14900,CE,20.32,288853
07-07-2022,07-07-2022,14900,PE,48.07,342410
07-07-2022,07-07-2022,14950,CE,126.3,273490
07-07-2022,07-07-2022,14950,PE,147.14,271831
08-07-2022,14-07-2022,19450,CE,176.24,204434
08-07-2022,14-07-2022,19450,PE,160.06,289183
08-07-2022,14-07-2022,19500,CE,123.64,15269
08-07-2022,14-07-2022,19500,PE,94.19,58601
08-07-2022,14-07-2022,19550,CE,369.72,175747
08-07-2022,14-07-2022,19550,PE,147.9,19157
08-07-2022,14-07-2022,19600,CE,292.42,399058
08-07-2022,14-07-2022,19600,PE,167.55,447096
08-07-2022,14-07-2022,19650,CE,215.83,380533
08-07-2022,14-07-2022,19650,PE,177.47,488694
11-07-2022,14-07-2022,16500,CE,327.17,71118
11-07-2022,14-07-2022,16500,PE,273.61,166387
11-07-2022,14-07-2022,16550,CE,348.61,359707
11-07-2022,14-07-2022,16550,PE,15.63,249723
11-07-2022,14-07-2022,16600,CE,66.85,414043
11-07-2022,14-07-2022,16600,PE,358.67,227398
11-07-2022,14-07-2022,16650,CE,397.34,125114
11-07-2022,14-07-2022,16650,PE,236.82,363402
11-07-2022,14-07-2022,16700,CE,224.82,469077
11-07-2022,14-07-2022,16700,PE,133.64,265813
12-07-2022,14-07-2022,15900,CE,360.68,467482
12-07-2022,14-07-2022,15900,PE,12.77,356100
12-07-2022,14-07-2022,15950,CE,133.12,20711
12-07-2022,14-07-2022,15950,PE,130.47,288198
12-07-2022,14-07-2022,16000,CE,88.38,400490
12-07-2022,14-07-2022,16000,PE,271.33,380102
12-07-2022,14-07-2022,16050,CE,57.9,497323
12-07-2022,14-07-2022,16050,PE,160.37,123975
12-07-2022,14-07-2022,16100,CE,357.23,322163
12-07-2022,14-07-2022,16100,PE,282.46,25527
13-07-2022,14-07-2022,18600,CE,131.81,208802
13-07-2022,14-07-2022,18600,PE,108.41,211096
13-07-2022,14-07-2022,18650,CE,155.56,100419
13-07-2022,14-07-2022,18650,PE,62.94,39119
13-07-2022,14-07-2022,18700,CE,167.03,160080
13-07-2022,14-07-2022,18700,PE,352.71,184530
13-07-2022,14-07-2022,18750,CE,212.44,100696
13-07-2022,14-07-2022,18750,PE,71.23,436986
13-07-2022,14-07-2022,18800,CE,13.43,214432
13-07-2022,14-07-2022,18800,PE,331.3,348376
14-07-2022,14-07-2022,20250,CE,287.53,298137
14-07-2022,14-07-2022,20250,PE,86.63,394491
14-07-2022,14-07-2022,20300,CE,49.86,176462
14-07-2022,14-07-2022,20300,PE,279.55,376475
14-07-2022,14-07-2022,20350,CE,153.12,472552
14-07-2022,14-07-2022,20350,PE,380.08,102317
14-07-2022,14-07-2022,20400,CE,231.9,463337
14-07-2022,14-07-2022,20400,PE,100.93,175015
14-07-2022,14-07-2022,20450,CE,16.35,323033
14-07-2022,14-07-2022,20450,PE,395.34,336698
15-07-2022,21-07-2022,20750,CE,143.97,356695
15-07-2022,21-07-2022,20750,PE,240.22,74680
15-07-2022,21-07-2022,20800,CE,21.11,229479
15-07-2022,21-07-2022,20800,PE,97.7,476366
15-07-2022,21-07-2022,20850,CE,268.94,135283
15-07-2022,21-07-2022,20850,PE,219.57,386872
15-07-2022,21-07-2022,20900,CE,49.48,33948
15-07-2022,21-07-2022,20900,PE,29.04,427714
15-07-2022,21-07-2022,20950,CE,132,63574
15-07-2022,21-07-2022,20950,PE,390.42,240057
18-07-2022,21-07-2022,17550,CE,152.48,336362
18-07-2022,21-07-2022,17550,PE,70.41,387920
18-07-2022,21-07-2022,17600,CE,176.71,451362
18-07-2022,21-07-2022,17600,PE,78.42,171419
18-07-2022,21-07-2022,17650,CE,382.99,152372
18-07-2022,21-07-2022,17650,PE,362.12,313535
18-07-2022,21-07-2022,17700,CE,172.38,209929
18-07-2022,21-07-2022,17700,PE,145.71,117804
18-07-2022,21-07-2022,17750,CE,154.46,271720
18-07-2022,21-07-2022,17750,PE,203.77,244523
19-07-2022,21-07-2022,18500,CE,80.46,413257
19-07-2022,21-07-2022,18500,PE,333.31,16993
19-07-2022,21-07-2022,18550,CE,16.26,59846
19-07-2022,21-07-2022,18550,PE,215.56,439768
19-07-2022,21-07-2022,18600,CE,124.9,441890
19-07-2022,21-07-2022,18600,PE,119.34,187117
19-07-2022,21-07-2022,18650,CE,12.81,280596
19-07-2022,21-07-2022,18650,PE,256.32,38067
19-07-2022,21-07-2022,18700,CE,229.18,226278
19-07-2022,21-07-2022,18700,PE,66.3,198241
20-07-2022,21-07-2022,18850,CE,13.98,327422
20-07-2022,21-07-2022,18850,PE,257.15,280523
20-07-2022,21-07-2022,18900,CE,341.82,487667
20-07-2022,21-07-2022,18900,PE,67.98,124467
20-07-2022,21-07-2022,18950,CE,84.46,460324
20-07-2022,21-07-2022,18950,PE,163.74,357087
20-07-2022,21-07-2022,19000,CE,260.08,135099
20-07-2022,21-07-2022,19000,PE,44.32,247553
20-07-2022,21-07-2022,19050,CE,74.14,292568
20-07-2022,21-07-2022,19050,PE,37.39,326131
21-07-2022,21-07-2022,19500,CE,391.97,289335
21-07-2022,21-07-2022,19500,PE,93.84,287329
21-07-2022,21-07-2022,19550,CE,36.22,482310
21-07-2022,21-07-2022,19550,PE,86.85,429646
21-07-2022,21-07-2022,19600,CE,315.9,268905
21-07-2022,21-07-2022,19600,PE,176.3,133370
21-07-2022,21-07-2022,19650,CE,175.71,222305
21-07-2022,21-07-2022,19650,PE,163.93,267970
21-07-2022,21-07-2022,19700,CE,326.95,344161
21-07-2022,21-07-2022,19700,PE,207.61,438138
22-07-2022,28-07-2022,17400,CE,146.2,369280
22-07-2022,28-07-2022,17400,PE,17.5,174723
22-07-2022,28-07-2022,17450,CE,222.09,161203
22-07-2022,28-07-2022,17450,PE,392.45,329840
22-07-2022,28-07-2022,17500,CE,286.16,70230
22-07-2022,28-07-2022,17500,PE,204.57,203547
22-07-2022,28-07-2022,17550,CE,387.56,476538
22-07-2022,28-07-2022,17550,PE,195.96,136013
22-07-2022,28-07-2022,17600,CE,216.44,475014
22-07-2022,28-07-2022,17600,PE,170.58,203665
25-07-2022,28-07-2022,20050,CE,233.68,217799
25-07-2022,28-07-2022,20050,PE,127.06,271028
25-07-2022,28-07-2022,20100,CE,397.76,400127
25-07-2022,28-07-2022,20100,PE,222.3,55090
25-07-2022,28-07-2022,20150,CE,239.21,92904
25-07-2022,28-07-2022,20150,PE,265.49,388034
25-07-2022,28-07-2022,20200,CE,151.43,258358
25-07-2022,28-07-2022,20200,PE,380.24,60842
25-07-2022,28-07-2022,20250,CE,292.61,382246
25-07-2022,28-07-2022,20250,PE,139.11,114704
26-07-2022,28-07-2022,17000,CE,313.19,327659
26-07-2022,28-07-2022,17000,PE,387.28,25669
26-07-2022,28-07-2022,17050,CE,332.18,129384
26-07-2022,28-07-2022,17050,PE,29.41,350758
26-07-2022,28-07-2022,17100,CE,197.67,408277
26-07-2022,28-07-2022,17100,PE,216.28,57270
26-07-2022,28-07-2022,17150,CE,148.41,63126
26-07-2022,28-07-2022,17150,PE,377.35,175650
26-07-2022,28-07-2022,17200,CE,278.93,393694
26-07-2022,28-07-2022,17200,PE,399.69,122250
27-07-2022,28-07-2022,17150,CE,199.63,152411
27-07-2022,28-07-2022,17150,PE,334.01,468536
27-07-2022,28-07-2022,17200,CE,58.37,149014
27-07-2022,28-07-2022,17200,PE,346.07,268027
27-07-2022,28-07-2022,17250,CE,311.15,358847
27-07-2022,28-07-2022,17250,PE,76.97,192034
27-07-2022,28-07-2022,17300,CE,324.35,275025
27-07-2022,28-07-2022,17300,PE,228.56,460713
27-07-2022,28-07-2022,17350,CE,371.67,211907
27-07-2022,28-07-2022,17350,PE,232.32,40716
28-07-2022,28-07-2022,13950,CE,315.32,266251
28-07-2022,28-07-2022,13950,PE,327.66,188041
28-07-2022,28-07-2022,14000,CE,37.05,209920
28-07-2022,28-07-2022,14000,PE,286.77,424384
28-07-2022,28-07-2022,14050,CE,212.28,171702
28-07-2022,28-07-2022,14050,PE,306.8,87744
28-07-2022,28-07-2022,14100,CE,129.37,451095
28-07-2022,28-07-2022,14100,PE,365.52,473687
28-07-2022,28-07-2022,14150,CE,234.13,399024
28-07-2022,28-07-2022,14150,PE,175.26,107616
29-07-2022,04-08-2022,18450,CE,159.1,481549
29-07-2022,04-08-2022,18450,PE,367.35,173195
29-07-2022,04-08-2022,18500,CE,37.61,141951
29-07-2022,04-08-2022,18500,PE,358.06,461426
29-07-2022,04-08-2022,18550,CE,376.72,366126
29-07-2022,04-08-2022,18550,PE,201.97,446682
29-07-2022,04-08-2022,18600,CE,331.77,244803
29-07-2022,04-08-2022,18600,PE,177.76,158852
29-07-2022,04-08-2022,18650,CE,338.71,204608
29-07-2022,04-08-2022,18650,PE,265.71,126885
01-08-2022,04-08-2022,14650,CE,209.18,155515
01-08-2022,04-08-2022,14650,PE,197.88,436092
01-08-2022,04-08-2022,14700,CE,88.44,53157
01-08-2022,04-08-2022,14700,PE,46.97,108570
01-08-2022,04-08-2022,14750,CE,332.11,121462
01-08-2022,04-08-2022,14750,PE,158.26,166339
01-08-2022,04-08-2022,14800,CE,13.35,381120
01-08-2022,04-08-2022,14800,PE,92.62,61801
01-08-2022,04-08-2022,14850,CE,94.47,302888
01-08-2022,04-08-2022,14850,PE,113.47,112958
02-08-2022,04-08-2022,17100,CE,278.26,95595
02-08-2022,04-08-2022,17100,PE,124.77,13094
02-08-2022,04-08-2022,17150,CE,86.86,47566
02-08-2022,04-08-2022,17150,PE,231.82,141142
02-08-2022,04-08-2022,17200,CE,295.87,180591
02-08-2022,04-08-2022,17200,PE,319.13,382508
02-08-2022,04-08-2022,17250,CE,140.12,486458
02-08-2022,04-08-2022,17250,PE,363.12,42687
02-08-2022,04-08-2022,17300,CE,181.99,179365
02-08-2022,04-08-2022,17300,PE,14.52,235382
03-08-2022,04-08-2022,17350,CE,121.95,101140
03-08-2022,04-08-2022,17350,PE,241.23,319404
03-08-2022,04-08-2022,17400,CE,76.17,492873
03-08-2022,04-08-2022,17400,PE,357.91,294925
03-08-2022,04-08-2022,17450,CE,151.27,136383
03-08-2022,04-08-2022,17450,PE,208.45,424612
03-08-2022,04-08-2022,17500,CE,337.43,52900
03-08-2022,04-08-2022,17500,PE,197.92,45145
03-08-2022,04-08-2022,17550,CE,399.78,29899
03-08-2022,04-08-2022,17550,PE,360.77,75290
04-08-2022,04-08-2022,17850,CE,27.02,57422
04-08-2022,04-08-2022,17850,PE,116.48,368451
04-08-2022,04-08-2022,17900,CE,273.85,482104
04-08-2022,04-08-2022,17900,PE,398.22,460566
04-08-2022,04-08-2022,17950,CE,308.94,461682
04-08-2022,04-08-2022,17950,PE,26.55,120366
04-08-2022,04-08-2022,18000,CE,284.4,412402
04-08-2022,04-08-2022,18000,PE,360.34,230645
04-08-2022,04-08-2022,18050,CE,385.49,471473
04-08-2022,04-08-2022,18050,PE,194.3,490568
05-08-2022,11-08-2022,15700,CE,175.23,256261
05-08-2022,11-08-2022,15700,PE,321.84,184801
05-08-2022,11-08-2022,15750,CE,153.12,51852
05-08-2022,11-08-2022,15750,PE,180.16,97318
05-08-2022,11-08-2022,15800,CE,94.1,203762
05-08-2022,11-08-2022,15800,PE,191.38,102935
05-08-2022,11-08-2022,15850,CE,231.98,438199
05-08-2022,11-08-2022,15850,PE,292.26,179650
05-08-2022,11-08-2022,15900,CE,226.26,478005
05-08-2022,11-08-2022,15900,PE,83.09,68067
08-08-2022,11-08-2022,18100,CE,347.29,424944
08-08-2022,11-08-2022,18100,PE,342.73,166446
08-08-2022,11-08-2022,18150,CE,179.24,36322
08-08-2022,11-08-2022,18150,PE,26.26,331013
08-08-2022,11-08-2022,18200,CE,318.07,499553
08-08-2022,11-08-2022,18200,PE,235.79,264599
08-08-2022,11-08-2022,18250,CE,31.61,337264
08-08-2022,11-08-2022,18250,PE,163.17,256428
08-08-2022,11-08-2022,18300,CE,265.2,128827
08-08-2022,11-08-2022,18300,PE,149.42,161179
09-08-2022,11-08-2022,16900,CE,279.96,373740
09-08-2022,11-08-2022,16900,PE,298.16,117170
09-08-2022,11-08-2022,16950,CE,212.62,290767
